image_id,image_url,query_term,questions,captions,wayback_timestamp,source_type
6f988f68-3429-4fc3-a2f5-f3469b073766,http://2.bp.blogspot.com/-_xi6rEdQ578/UQZ6CPatJ-I/AAAAAAAARvs/QSXFjSCiomk/s1600/Spring+Drops+Wallpapers+04.jpg,spring,Are these flowers from a hybrid plant?---What type of flower isthat---What type of flower is this?---What types of flowers are these?---Are these flowers in your garden?,Close-up of purple tulips with water droplets on petals---Dampened bright purple tulips with very green leaves surrounding them---A purple flower is collecting dew on an early morning---yellow flowers with green leaves covered in small water drops.---Purple tulips with pointed leaves are flecked with dew,,original
67127deb-5896-4c73-b641-b8463c5da790,http://fsxpage.files.wordpress.com/2012/11/airbus_extended_93.jpg,extended,What is Thomas Cook?---What flight paths does the airline take?---Where is this flight headed?---Have you ever heard of Thomas Cook?---Where will that plane head to?,A white airplane with blue letters and a blue tail---A large plane that is parked in the runway at the airport---A plane prepearing to deboard passengers---A primarily white colored plane with blue writing with steps by the door for people to board---A big airliner,,original
f7e6ea77-6163-4a66-996d-6d4f96477418,http://4.bp.blogspot.com/-rrWsn7CWxVk/T4coGatNlFI/AAAAAAAAAM8/m2b5oR5yofc/s1600/DSCF2020.jpg,wants,Did she do her on nails?---Is that nail polish the quick drying kind?---Who's hand is that?---Do the sparkles make the nail polish lumpy?---Who painted her nails?,"A woman holding up a bottle of nail polish---Nails painted with blue and glittery nail polish.---A hand holding a bottle of nail polish, the nail polish that was used to paint the finger nails.---A hand with the finger nails painted blue, wrapped around a blue nail polish---A hand with green fingernails holding a jar of fingernail polish",,original
cc083dc2-f87b-4f0c-8688-5d8c84864d94,http://2.bp.blogspot.com/-mWgGQPzvby0/T9Ngun6-c4I/AAAAAAAAEDY/HDXpzgCQT2k/s1600/botas1.jpg,looks,Who took the four photos?---Which of these models has the most fans?---What kind of fashion is that?---Are these women professional models?---When did the skinny jean fad start?,Four fashion models---four women modeling clothes---Four different women are posing for a photographer for a fashion shot.---High fashion shots of four different women---Four women wearing fashion items,,original
93a9fa8b-c662-4f27-9f70-34397c043e80,http://3.bp.blogspot.com/-V72Y9JZSKls/UPTtu3o2ykI/AAAAAAAACcs/OTEF0s6BhbU/s1600/Snow-Festival-Saporo.jpg,snow,How long did it take to make that many snowmen?---Is this an annual event?---How long did it take to make those snowmen?---Why is there so many snowmen on the ground?---Why were they making all of these little snowmen?,"Hundreds of tiny snowmen, some with signs around their necks---A large group of white snowman heads---Hundreds of tiny snowmen.---A group of small snow men gathered around in the middle of a field---a large group of tiny snowmen",,original
331f9775-9953-4f7d-9104-1e634d7a55d8,http://helenw13.files.wordpress.com/2010/12/path_through_the_woods.jpg,path,Where does this path lead to?---Wouldn't that be a beautiful place to take a walk?---How long is this trail?---Where does that path go?---Do many people walk here?,A pathway is marked in a forest.---A trail through the trees with leaves on the ground---Country lane through the woods.---dirt walking trail through wooded area---A shaded trail through the woods.,,original
0f851af9-b46b-4969-8550-52cd3b33fd6f,http://3.bp.blogspot.com/-_b1Csc7ghAI/ThJ41JJirnI/AAAAAAAAB_o/Spek0OPuqDE/s1600/LOOKS+DE+INVERNO+%25288%2529.jpg,looks,Do you think skinny jeans will still be in style a year from now?---Are these women significantly famous?---Is that the same person?---Is it cold where all of thee women are?---Who is the oldest of those women?,Montage of ladies wearing fall fashions---Four different women wearing fashionable winter clothing with tights.---Four women are wearing fall clothing.---Several photos of a woman in different outfits---Four photos of women in fashion,,original
155f5db8-2f94-4891-927a-f326d793f1a0,http://images.fineartamerica.com/images-medium-large/2-horse-trading-peter-jenkins.jpg,horse trading,Why is there a large crowd of people and horses?---How many people are at this event?---How many horses were there?---How old are the horses?---What is everyone looking at?,A group of people in an outside setting with some horses nearby.---Two white horses in a crowd of people---A group of people with white ponies amongst them---people standing in street in front of a building with horses---Did not load,,original
240082fb-cf1a-41b6-8314-078cb5cd64b6,http://homebuildingbook.com/housephoto2.jpg,building a house,Is the house brand new?---Where is this house located?---Would you want to live in a house that big?---Does this house have a basement?---Did you grow up in this house,A large brown house and its front lawn---A large house.---A two-story brick house with four white columns and a green lawn---A large brick mansion with many large windows---The front of a large brick house with columns and large windows,,original
24b57763-c291-4946-94c5-0f8a376d2cb0,http://cdn.home-designing.com/wp-content/uploads/2012/03/Modern-architecture-patio-water-feature.jpg,feature,How much did that pool cost to construct?---How much does this house sell for?---How much is that house worth?---How deep is this pool?---Is this a home or a hotel room?,A pool area outside of a home.---The back of a modern home---A house with an outdoor pool---The exterior of a house with modern architecture and an outdoor pool---A residential house with glass walls surrounded by trees,,original
1b9d17bd-1eb3-41d3-8894-93c8808243bc,http://www.archives.gov/research/military/civil-war/photos/images/civil-war-003.jpg,civil war,What types of drums do these men use?---Was this taken during the Civil War?---Why did they have drums?---Where was this picture taken?---What kind of military is this?,A line of soldiers from the Civil War---Did not load---Did not load---A group of old era soldiers gathered near their camp ground---Soldiers during the civil war,,original
a547d094-e04f-4b6e-a21d-f0d27c6404a4,http://www.collectiondx.com/files/BIG_ORDER_ROOM_zps992143b2.jpg,large order,Do the Transformers fit into the spaceship?---How much does those toys cost?---Are these the action figures your son collects?---Are these toys part of a movie franchise?---What is the structure in the middle?,Transformer toys standing around a space station.---A group of toys gathered around a contraption that is part of the set---Transformers action figures---A collection of posed Transformers toys---A set of action figures and their accompanying accessory piece.,,original
b935f4ab-a560-4b31-b096-55fd75f825c7,http://3.bp.blogspot.com/-pKbCOVFZgyE/U9mLvW7M4kI/AAAAAAAAisw/8GyiMrowPf0/s1600/Shaft+of+Light.jpg,shaft of light,What is the location of this photo?---What city is this scenery located at?---Where is this town?---What city is this in?---What city is that the sun is shining on?,A town on a cloudy day---A dramatic set of clouds overlooking a town with two rays of sun coming through the middle of them---Sun shining through large clouds---A cloudy sky overlooking a dark town with very few sun rays shining through.---A high up view of a village with the sunlight peeking through the clouds,,original
0c8ceb69-b098-4da2-9005-a0239010d38a,http://p.vitalmtb.com/photos/stories/2014/12/11/full_strait_fox_3612.jpg?1418304350,recapitalization,How is he going to land that bike safely?---Who is that on the bike?---Did he land it?---Did he land properly?---Why is he jumping off a cliff?,A person doing a bike stunt off of the face of a stony cliff---A person on a bite riding off a steep mountain side---A person jumping off a mountain on their bike---A man in mid air off a high cliff on a bicycle with his arms spread out to the sides.---A bicyclist does a stunt off of a mountain.,,original
60e97442-fd58-43cd-b3a3-0195c617fd42,http://media2.onsugar.com/files/2014/03/25/210/n/1922398/f563daa1357841a2_INFphoto_1996841wtmk7y4eUA.191ratio/i/Stephanie-Seymour-picked-up-her-daughter-ocean.jpg,picked,What was making her happy?---Where are these people swimming?---Was this the ocean or a lake?---Is that the ocean in the background?---Was this picture taken on purpose?,A lady is standing in a body of water smiling---A couple of women floating in the water---A brunette woman next to water---The head of a woman walking in the ocean.---A woman smiles while in the water.,,original
b71a198c-3937-496d-9a14-6d05671690ae,http://static4.businessinsider.com/image/529bc3016da8110943428b02/look-what-happened-to-amazons-revenues-when-a-sales-tax-was-imposed-.jpg,imposed,What is the name brand of this man's sunglasses?---What is this man's profession?---Are those Ray Ban sunglasses?---Is he golfing?---What kind of sunglasses is he wearing?,A man wearing a hat and dark sunglasses---A man with a white hat and sunglasses---A man with a hat and glasses in outdoors during the day.---A white man in sunglasses and a baseball cap---The face of a man wearing a hat and sunglasses in the daytime,,original
092007e5-98c0-444c-bc3f-69908255ca1f,http://2.bp.blogspot.com/-5VsTSl4d7vE/T4W7sdu7mxI/AAAAAAAAAVY/u013N15qnvY/s1600/getting+married.jpg,getting,Did they enjoy laying in the grass?---When did you get engaged?---Where are they getting married?---Are these people in love?---Is he older than her?,A man giving a kiss to a girl on top of a grassy hill---A man with glasses bent over a woman laying on the grass kissing her forhead.---A man kissing a woman on the forehead while lying on her back---Man kissing woman in the grass.---A man kisses a woman on the head as she lays down in the grass,,original
568da543-416a-4bc1-815f-1f81af35a357,http://4.bp.blogspot.com/-AuWusQBTIIc/TzAM2Yo3zJI/AAAAAAAAAYI/AMW2-vJLHRc/s1600/churchpanting.jpg,planting,What type of plant is this?---Is the soil fertile?---How does a plant grow in hand soil?---Is this image trying to persuade a message?---What were you planting?,A pair of hands holding a patch of dirt with a plant on top of it---A person is hold some soil and a plant.---A person's hands scoops up soil and a small plant.---Two hands cupped around some soil with a small green plant in it---Two hands cupped together with black soil and a small green four leaved plant growing out of it,,original
2e3e00d7-9d52-4aeb-ad9d-bf90ded306b4,http://www.carid.com/images/standard/replacement-electrical-parts/as13.jpg,barometric pressure,What kind of contraption is this?---What machine does that fit to?---What does this piece fit on?---What is this piece usually used for?---Is this device used with a computer?,A black colored piece of metal part with the word STANDARD printed on the picture---A plastic piece is black with several holes and outlets---A black plastic piece---small plastic piece of equipment with three holes in the top and one hole for a screw---A rectangular shaped black machine part,,original
e9144df0-2d10-4f98-9f09-e451f985fd73,http://2.bp.blogspot.com/-8efquTK_bis/TkFcKmoscAI/AAAAAAAAAKA/CpJJoJ-EhWM/s1600/Fracking%2Bdemo%2BCT.jpg,group action,Where did this protest take place?---What is a Karoo?---What city was the protest in?---Where did this protest take place?---Why are they protesting?,Protesters gathing outside---A protest with banners against shell---A group of protesters holding a sign in the middle of a city---People holding a banner and marching to protest Shell oil company---Young protesters in a crowd hold up signs,,original
434e8cf9-8356-42c0-af91-343f603c06b6,http://farm8.staticflickr.com/7085/7166033957_b37b39e1f3_z.jpg,troubles,Are they part of a military operation?---Where is this happening?---Did anyone get killed?---What urgent situation is requiring the attention of these high level enforcement officers?---Is that the army?,A large swat team wearing their full uniforms standing behind cover---Construction workers on a city street---Police taking cover in the street---A group of soldiers standing around in full gear with helmets on.---Officers dressed in black uniforms,,original
5e86858d-4b3e-45de-b534-1c438065ec5d,http://diltzphotos.files.wordpress.com/2012/03/city-track-meet-01.jpg,track meet,What this practice or a meet?---Who do you think won the race?---Where is this hurdling taking place?---Are these men professionals?---Is that a college meet?,A group of young men are running and jumping over hurdles.---Male track athletes running and jumping hurdles in hurdle event---Three hurdlers running through the race track in the middle of the day---A group of racers competing on the hurdles---Three man competing in a hurdles race,,original
b5d357ed-9512-48cb-b9bb-23021a385446,http://4.bp.blogspot.com/-0RLOdxBIx3E/UvmDjHFsBcI/AAAAAAAACnA/A4aic0Jx6sQ/s1600/movie_pic_001_088_scarlett_johansson_we_bought_a_zoo.png,bought,What movie is this from?---Who is she?---Is this a picture of Scarlet Johansen?---Is that Scarlett Johannson?---is she playing a part in a movie?,An actor with a look of surprise on her face---Scarlett Johansson exclaims in surprise---A woman looks surprised---Scarlett Johansen---A woman who looks startled,,original
b896fad9-4c5f-472b-894c-7dfc25b3cbad,http://image.made-in-china.com/2f0j00RMjTstoYnFqy/Vision-for-Repair-Laptop-xBox-Sp3-BGA-Repair-Tool-ZM-R6808-.jpg,repair,What does the machine do exactly?---What is the magnification for this machine?---What kind of tasks does this advanced-looking machine perform?---What type of device is this?---How does this contraption work?,A piece of computerized machinery---A computer system that is has monitor and control device---Some type of computer tool---An electronic device with many parts and perhipials---A big microscope,,original
daf0c958-0266-42e8-a97a-fa460c5b066c,http://www.ar15.com/media/viewFile.html?i=52514,two-baser,How much did that cost?---Did the kids help you to build the play house?---What's that house going to be?---Is this meant for kids to play in?---Why does the cantilever beam stick out of the house?,A small wooden structure on raised legs---A wooden shed in a backyard---A small shack that is on columns in the middle of a yard---a small wooden building on stilts with ladders leaned against it in a back yard---A wooden shed on stilts is being built.,,original
e218510c-93bb-4aed-880e-65a3b75c8be3,http://2.bp.blogspot.com/-JUrl72Cwt-k/UM5FZzAeaVI/AAAAAAACJw8/BLsuQ8Mk7D4/s1600/lost_poster6.jpg,lost,What show is this?---Are all of these people on a tv show together?---What group are these people a part of?---Is this the cast for some TV show?---Are they the cast from something?,group of young men and women in front of jungle setting---a group of people posing for a photograph---The cast of Lost together with lush rain forest behind them---A group of young people in stylish clothes posing in the jungle---A group of men and women in camouflage colors sitting around a leafy background.,,original
b7846236-2cb4-4274-b115-fa57cdd477f9,http://images1.fanpop.com/images/photos/2100000/Shawn-Johnson-the-olympics-2116047-2560-1859.jpg,olympics,What country is the gymnast from?---How many flips can she do in a row?---What country is this gymnist from?---How much time does she spend practicing?---What sport was she competing in?,A female olympic gymnast doing a backflip in front of the olympic logo---A young female gymnast does a backflip---American olympic gymnast is performing---An Olympic gymnast doing a back flip---A young gymnast doing a back flip wearing a blue and red leotard,,original
8736afb2-419f-4b10-ae96-9a569f4ff230,http://4.bp.blogspot.com/-LV84LJVvkn4/TzoRwFNsM3I/AAAAAAAAEf8/-gLeI1ySr3o/s1600/Mount+EVErest2.jpg,mount,"Those mountains are gorgeous, do you agree?---How high is the tallest mountain?---How tall is this mountain?---What mountain range is this?---What mountain is this?",A mountain range with the mountains in the rear covered in snow and the mountains in the foreground are not.---A snow-covered mountain.---A snowy mountain peak amongst a large non-covered range.---A mountain range with snow on it next to smaller mountains without snow---Mount Everest,,original
64e94231-f6db-4cc6-90cc-173032a4acdb,http://defence-blog.com/wp-content/uploads/2014/12/cjXXh7LPHAA.jpg,air defense,Where was this taken?---Are those missiles in that vehicle?---Were you in that vehicle?---Where are they headed?---Is this machine part of the army?,A green tank is carrying a large supply load on top of itself while driving through the snow.---A tank in the snow---A large military vehicle with tracks---A snow track vehicle hauling two long tubular cylinders on its roof---A tank driving through a desert,,original
64bd763c-fb05-4c11-a39a-137f7ba7b1d9,http://a.espncdn.com/media/motion/2015/0729/dm_150729_mlb_nym_sd_bbtn258/dm_150729_mlb_nym_sd_bbtn258.jpg,3-hitter,What do you bet he throws a strike?---Can you tell what kind of pitch he's about to throw?---Where did this pitcher go to college?---What year and season is this picture from?---Was the pitched called a strike?,A baseball player with long hair preparing to throw the ball during a game---A baseball pitcher for the Mets throws a ball---A Mets pitcher is getting ready to throw the ball to home plate---A baseball player throws a pitch.---Long-haired blond baseball pitcher holding ball in mid-pitch,,original
f8567778-4e83-4fde-a924-0330b0917f6d,http://3.bp.blogspot.com/-xwCZTi9Kh3M/TZnbll8eXWI/AAAAAAAAB5c/OFePTGtKmD8/s1600/2011+04+04+032.JPG,slashing,Who designed this?---How long did it take to make this?---Whose is that?---Who made this piece of art?---Are those fishing lures on top?,A yellow quilt with strips of other fabric in patterns on it---A close up shot of various colorful swirls and squares on a yellow fabric---A strange set of multicolored trinkets on a yellow cloth---A group of jewelry placed on a yellow sheet next to each other.---A colorful art piece with swirls and checkers,,original
8421f80b-28e6-47a6-a394-9ffbf9bced82,http://2.bp.blogspot.com/-P7c7AcljZW8/UcQy_H3YMcI/AAAAAAAAI_o/38oYgpX6C5I/s1600/Rainfall+Wallpaper+17.jpg,rainfall,Was it raining when this picture was taken?---Do you have any idea where this scenery is located?---Does this area get a lot of rain?---Where is this field located?---Is a tornado about to form?,A green countryside with rain falling down---Dark clouds over green hills and fields---A grassy field full of mills during a stormy day---A field of crops with an overcast dark grey sky above---A grassy field with dark grey clouds overhead.,,original
0317bd21-d993-4fed-95ee-7045e1df2f39,http://blogs.denverpost.com/library/files/2012/10/Russell-means-book-photo.jpg,means,Who was he?---What ethnic group does he belong to?---What nation does he belong to?---Does he belong to an ethnic group?---What is the man in deep thought about?,A Native American man with braided hair contemplates---A Native American sitting with their chin propped on their hands looking off into the distance.---A older person resting their head on their folded hands---Native American man with long braided hair resting his chin on his hands---An old Native American uses their hand to prop their head up.,,original
73072205-540a-409e-9820-72beee0e1f9d,http://www.cs.columbia.edu/%7Esedwards/photos/kyle20050515/20050515-8942%20Kyle%20looking%20up.jpg,looking,What is the girl looking at?---How would you describe her expression?---How old is the little girl?---What do you suppose she is looking at?---How old is the kid?,"A young child tilts her head up, in profile---A little girl looking up---A small child looks up towards the sky---A young child looks up---A baby staring straight up---A young toddler with brown hair looking up at the sky---A young child looking into the sky---A child looking up---A small child looks upward.---A boy looks up at the sky",,original
2cabd9c5-034a-43a1-a6ff-b0fe5e99cec0,http://lifehopeandtruth.com/uploads/images/Laying-on-of-hands.jpg,laying on,Why is someone's hands on his head?---What is happening to the man in this picture?---Why are they placing their hands on his head?---Who is baptizing this man?---Why is he all wet?,A man with hands on his head---A man being baptised with wet hair and a set of hands resting on his head.---A man wearing glasses with another person's hands on his head---A person putting their hands on a mans head---A person puts hands on the head of another person,,original
869fe76a-104e-4f4d-8549-2ef815ada03d,http://images.fineartamerica.com/images-medium-large/rushing-river-jack-gantzel.jpg,rushing,Is it safe to drink the water at this river?---Is it running higher than normal?---Is there a campsite near by?---Is the river overflowing its' banks?---What state is this river located in?,A fast moving stream flowing through a green lush forest---A river rapidly flowing over the rocks near a wooded area.---A beautiful roaring rocky stream in a lush forest---A narrow stream running through a wooded area---A rapid stream flowing through trees and over rocks,,original
d3983abd-a831-4236-b95e-032794fa31f7,http://nation.com.pk/print_images/large/2012-12-05/israel-must-answer-for-its-war-crimes-1354729123-4870.jpg,war crime,Is this a post apocalyptic picture?---Was this destruction the result of a natural disaster?---Where was this taken?---What do you think caused the building damage here?---What there an earthquake or an explosion?,A man is walking in the foreground of a black and white photograph with war rubble and collapsed buildings in the background.---A man walking in a war zone---A person walks past the wreckage of a building---A man walks past a destructed building complex.---A soldier walks by a destroyed building,,original
0824e8d4-f09e-4271-b817-7c504db2371b,http://i.huffpost.com/gen/1148950/thumbs/o-WOMAN-FINDS-DOG-CBS-facebook.jpg,finds,Where did this disaster take place?---Was her house lost in a tornado?---Why is there so much damage?---What is the woman trying to find in the rubble?---What type of disaster occurred here?,A woman bending over picking up something from the ground which is strewn with debris---A woman and her dog standing among rubble---A dirty overweight person goes through rubble---An old woman sifting through a disaster area picking something up---woman wearing multi colored shirt while sorting through a field of rubble.,,original
7e875b74-9751-443a-9ca3-25424ef2ba4e,http://images2.fanpop.com/images/photos/3200000/james-spike-3273656-1978-2000.jpg,spike,"Why does this man look so serious?---Who is sexier, Spike or Eric Northman?---How successful is this man?---Who is this man?---Have you ever seen this man before?",man with blonde hair and leather jacket leaning against wall---A man with bleached hair stands in front of a brick wall wearing a leather jacket---A man in leather jacket with bleached hair---A man with blonde hair wearing a leather jacket crosses his arms.---A man poses for a photo in a leather coat.,,original
091428f9-d1a5-4ad1-8ca5-447162bd40e8,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2011/1/10/1294659369920/A-flash-flood-in-Toowoomb-003.jpg,flash flood,What city is this in?---How high are the flood waters?---Is this floodwater?---Where did this flooding take place?---What town is this?,A water drenched and muddy hill near some buildings in a city---An empty lot in an urban area---A muddy outdoor area near several buildings.---mud and hay in a wet looking field above and in front of a town---Muddy flood waters in front of buildings,,original
33878be2-bc9e-47f9-a6a1-0579ac4ea1f2,http://4.bp.blogspot.com/-hifuEWSntQY/Tq1F5CO_i5I/AAAAAAAAAjE/fHm2H2049Co/s1600/market_garden_day_8_2.jpg,world war,Who are these men shooting at?---Is this photograph from an actual war scene?---Are those American soldiers?---What war was this taken in?---What battle was this?,"Soldiers in a trench firing a gun---Two soldiers stand in a trench with their guns ready---Two soldiers ina foxhole aiming a guy, a tank is behind the---A couple of soldiers on the battlefield with a machine gun---Two army men with a large gun laying in a hole in front of a tank",,original
