image_id,source,image_url,questions,source_type
2a767c85-68b4-4011-a419-fae21a11133b,bing,http://www.themuslimtimes.org/wp-content/uploads/2013/01/muslim_prayer_beads.jpg,Are those rosary beads the man is holding? | What is the significance of the beads that the man is holding? | How many rosaries have you owned in your lifetime? | What is the man praying for? | What prayer is he doing?,original
ad79ba49-f842-4432-90f4-d9ec4e3c04d3,bing,http://media.breitbart.com/media/2015/02/concealed-carry-AP-640x480.jpg,How many bullets dose that hold? | Did they have a permit for that gun? | What kind of gun is this? | Is he proficient at shooting the firearm? | Is he being arrested?,original
4bb814a5-cd4b-4e41-88de-679894a4969e,bing,http://3.bp.blogspot.com/_0vQee8oZXq8/TCXCQwHQJ1I/AAAAAAAATVs/iqIAnwtQJX4/s1600/Aprilia%2BShiver%2B750e.jpg,Have you ever ridden a motorcycle? | How much does this motorcycle cost? | What is the cost for this motorbike? | What country made the brand of this motocycle? | Who does this bike belong to?,original
6004d6cb-107c-43c4-b7a4-b601b0ebe55e,bing,http://know1radio.files.wordpress.com/2013/10/186378606.jpg,Did they just win the game? | IS the game over? | Did the Red Sox win the game? | Did the Red Sox just win the game? | What was the ruling on the play?,original
da74b576-1b23-4833-ae69-f0267e6ab9c7,bing,http://static1.businessinsider.com/image/5441663decad04451a388163/president-obama-says-his-credit-card-was-declined-at-an-nyc-restaurant.jpg,When was this picture of Obama taken? | Why is Obama so sad? | What was bothering him? | what where the circumstances surrounding this picture? | Is Obama praying?,original
a41d20d6-a070-41ad-800d-0c0d1c2e6a19,bing,http://samomatic.com/wordpress/wp-content/uploads/2009/09/factory1.jpg,What are they making? | What are they making in this factory? | What kind of gadget are they assembling? | Did the workers seem to enjoy their work? | What are they making?,original
6f988f68-3429-4fc3-a2f5-f3469b073766,bing,http://2.bp.blogspot.com/-_xi6rEdQ578/UQZ6CPatJ-I/AAAAAAAARvs/QSXFjSCiomk/s1600/Spring+Drops+Wallpapers+04.jpg,Are these flowers from a hybrid plant? | What type of flower isthat | What type of flower is this? | What types of flowers are these? | Are these flowers in your garden?,original
67127deb-5896-4c73-b641-b8463c5da790,bing,http://fsxpage.files.wordpress.com/2012/11/airbus_extended_93.jpg,What is Thomas Cook? | What flight paths does the airline take? | Where is this flight headed? | Have you ever heard of Thomas Cook? | Where will that plane head to?,original
f7e6ea77-6163-4a66-996d-6d4f96477418,bing,http://4.bp.blogspot.com/-rrWsn7CWxVk/T4coGatNlFI/AAAAAAAAAM8/m2b5oR5yofc/s1600/DSCF2020.jpg,Did she do her on nails? | Is that nail polish the quick drying kind? | Who's hand is that? | Do the sparkles make the nail polish lumpy? | Who painted her nails?,original
cc083dc2-f87b-4f0c-8688-5d8c84864d94,bing,http://2.bp.blogspot.com/-mWgGQPzvby0/T9Ngun6-c4I/AAAAAAAAEDY/HDXpzgCQT2k/s1600/botas1.jpg,Who took the four photos? | Which of these models has the most fans? | What kind of fashion is that? | Are these women professional models? | When did the skinny jean fad start?,original
93a9fa8b-c662-4f27-9f70-34397c043e80,bing,http://3.bp.blogspot.com/-V72Y9JZSKls/UPTtu3o2ykI/AAAAAAAACcs/OTEF0s6BhbU/s1600/Snow-Festival-Saporo.jpg,How long did it take to make that many snowmen? | Is this an annual event? | How long did it take to make those snowmen? | Why is there so many snowmen on the ground? | Why were they making all of these little snowmen?,original
331f9775-9953-4f7d-9104-1e634d7a55d8,bing,http://helenw13.files.wordpress.com/2010/12/path_through_the_woods.jpg,Where does this path lead to? | Wouldn't that be a beautiful place to take a walk? | How long is this trail? | Where does that path go? | Do many people walk here?,original
0f851af9-b46b-4969-8550-52cd3b33fd6f,bing,http://3.bp.blogspot.com/-_b1Csc7ghAI/ThJ41JJirnI/AAAAAAAAB_o/Spek0OPuqDE/s1600/LOOKS+DE+INVERNO+%25288%2529.jpg,Do you think skinny jeans will still be in style a year from now? | Are these women significantly famous? | Is that the same person? | Is it cold where all of thee women are? | Who is the oldest of those women?,original
155f5db8-2f94-4891-927a-f326d793f1a0,bing,http://images.fineartamerica.com/images-medium-large/2-horse-trading-peter-jenkins.jpg,Why is there a large crowd of people and horses? | How many people are at this event? | How many horses were there? | How old are the horses? | What is everyone looking at?,original
240082fb-cf1a-41b6-8314-078cb5cd64b6,bing,http://homebuildingbook.com/housephoto2.jpg,Is the house brand new? | Where is this house located? | Would you want to live in a house that big? | Does this house have a basement? | Did you grow up in this house,original
24b57763-c291-4946-94c5-0f8a376d2cb0,bing,http://cdn.home-designing.com/wp-content/uploads/2012/03/Modern-architecture-patio-water-feature.jpg,How much did that pool cost to construct? | How much does this house sell for? | How much is that house worth? | How deep is this pool? | Is this a home or a hotel room?,original
1b9d17bd-1eb3-41d3-8894-93c8808243bc,bing,http://www.archives.gov/research/military/civil-war/photos/images/civil-war-003.jpg,What types of drums do these men use? | Was this taken during the Civil War? | Why did they have drums? | Where was this picture taken? | What kind of military is this?,original
a547d094-e04f-4b6e-a21d-f0d27c6404a4,bing,http://www.collectiondx.com/files/BIG_ORDER_ROOM_zps992143b2.jpg,Do the Transformers fit into the spaceship? | How much does those toys cost? | Are these the action figures your son collects? | Are these toys part of a movie franchise? | What is the structure in the middle?,original
b935f4ab-a560-4b31-b096-55fd75f825c7,bing,http://3.bp.blogspot.com/-pKbCOVFZgyE/U9mLvW7M4kI/AAAAAAAAisw/8GyiMrowPf0/s1600/Shaft+of+Light.jpg,What is the location of this photo? | What city is this scenery located at? | Where is this town? | What city is this in? | What city is that the sun is shining on?,original
0c8ceb69-b098-4da2-9005-a0239010d38a,bing,http://p.vitalmtb.com/photos/stories/2014/12/11/full_strait_fox_3612.jpg?1418304350,How is he going to land that bike safely? | Who is that on the bike? | Did he land it? | Did he land properly? | Why is he jumping off a cliff?,original
60e97442-fd58-43cd-b3a3-0195c617fd42,bing,http://media2.onsugar.com/files/2014/03/25/210/n/1922398/f563daa1357841a2_INFphoto_1996841wtmk7y4eUA.191ratio/i/Stephanie-Seymour-picked-up-her-daughter-ocean.jpg,What was making her happy? | Where are these people swimming? | Was this the ocean or a lake? | Is that the ocean in the background? | Was this picture taken on purpose?,original
b71a198c-3937-496d-9a14-6d05671690ae,bing,http://static4.businessinsider.com/image/529bc3016da8110943428b02/look-what-happened-to-amazons-revenues-when-a-sales-tax-was-imposed-.jpg,What is the name brand of this man's sunglasses? | What is this man's profession? | Are those Ray Ban sunglasses? | Is he golfing? | What kind of sunglasses is he wearing?,original
092007e5-98c0-444c-bc3f-69908255ca1f,bing,http://2.bp.blogspot.com/-5VsTSl4d7vE/T4W7sdu7mxI/AAAAAAAAAVY/u013N15qnvY/s1600/getting+married.jpg,Did they enjoy laying in the grass? | When did you get engaged? | Where are they getting married? | Are these people in love? | Is he older than her?,original
568da543-416a-4bc1-815f-1f81af35a357,bing,http://4.bp.blogspot.com/-AuWusQBTIIc/TzAM2Yo3zJI/AAAAAAAAAYI/AMW2-vJLHRc/s1600/churchpanting.jpg,What type of plant is this? | Is the soil fertile? | How does a plant grow in hand soil? | Is this image trying to persuade a message? | What were you planting?,original
2e3e00d7-9d52-4aeb-ad9d-bf90ded306b4,bing,http://www.carid.com/images/standard/replacement-electrical-parts/as13.jpg,What kind of contraption is this? | What machine does that fit to? | What does this piece fit on? | What is this piece usually used for? | Is this device used with a computer?,original
e9144df0-2d10-4f98-9f09-e451f985fd73,bing,http://2.bp.blogspot.com/-8efquTK_bis/TkFcKmoscAI/AAAAAAAAAKA/CpJJoJ-EhWM/s1600/Fracking%2Bdemo%2BCT.jpg,Where did this protest take place? | What is a Karoo? | What city was the protest in? | Where did this protest take place? | Why are they protesting?,original
434e8cf9-8356-42c0-af91-343f603c06b6,bing,http://farm8.staticflickr.com/7085/7166033957_b37b39e1f3_z.jpg,Are they part of a military operation? | Where is this happening? | Did anyone get killed? | What urgent situation is requiring the attention of these high level enforcement officers? | Is that the army?,original
5e86858d-4b3e-45de-b534-1c438065ec5d,bing,http://diltzphotos.files.wordpress.com/2012/03/city-track-meet-01.jpg,What this practice or a meet? | Who do you think won the race? | Where is this hurdling taking place? | Are these men professionals? | Is that a college meet?,original
b5d357ed-9512-48cb-b9bb-23021a385446,bing,http://4.bp.blogspot.com/-0RLOdxBIx3E/UvmDjHFsBcI/AAAAAAAACnA/A4aic0Jx6sQ/s1600/movie_pic_001_088_scarlett_johansson_we_bought_a_zoo.png,What movie is this from? | Who is she? | Is this a picture of Scarlet Johansen? | Is that Scarlett Johannson? | is she playing a part in a movie?,original
b896fad9-4c5f-472b-894c-7dfc25b3cbad,bing,http://image.made-in-china.com/2f0j00RMjTstoYnFqy/Vision-for-Repair-Laptop-xBox-Sp3-BGA-Repair-Tool-ZM-R6808-.jpg,What does the machine do exactly? | What is the magnification for this machine? | What kind of tasks does this advanced-looking machine perform? | What type of device is this? | How does this contraption work?,original
daf0c958-0266-42e8-a97a-fa460c5b066c,bing,http://www.ar15.com/media/viewFile.html?i=52514,How much did that cost? | Did the kids help you to build the play house? | What's that house going to be? | Is this meant for kids to play in? | Why does the cantilever beam stick out of the house?,original
e218510c-93bb-4aed-880e-65a3b75c8be3,bing,http://2.bp.blogspot.com/-JUrl72Cwt-k/UM5FZzAeaVI/AAAAAAACJw8/BLsuQ8Mk7D4/s1600/lost_poster6.jpg,What show is this? | Are all of these people on a tv show together? | What group are these people a part of? | Is this the cast for some TV show? | Are they the cast from something?,original
b7846236-2cb4-4274-b115-fa57cdd477f9,bing,http://images1.fanpop.com/images/photos/2100000/Shawn-Johnson-the-olympics-2116047-2560-1859.jpg,What country is the gymnast from? | How many flips can she do in a row? | What country is this gymnist from? | How much time does she spend practicing? | What sport was she competing in?,original
8736afb2-419f-4b10-ae96-9a569f4ff230,bing,http://4.bp.blogspot.com/-LV84LJVvkn4/TzoRwFNsM3I/AAAAAAAAEf8/-gLeI1ySr3o/s1600/Mount+EVErest2.jpg,"Those mountains are gorgeous, do you agree? | How high is the tallest mountain? | How tall is this mountain? | What mountain range is this? | What mountain is this?",original
64e94231-f6db-4cc6-90cc-173032a4acdb,bing,http://defence-blog.com/wp-content/uploads/2014/12/cjXXh7LPHAA.jpg,Where was this taken? | Are those missiles in that vehicle? | Were you in that vehicle? | Where are they headed? | Is this machine part of the army?,original
64bd763c-fb05-4c11-a39a-137f7ba7b1d9,bing,http://a.espncdn.com/media/motion/2015/0729/dm_150729_mlb_nym_sd_bbtn258/dm_150729_mlb_nym_sd_bbtn258.jpg,What do you bet he throws a strike? | Can you tell what kind of pitch he's about to throw? | Where did this pitcher go to college? | What year and season is this picture from? | Was the pitched called a strike?,original
f8567778-4e83-4fde-a924-0330b0917f6d,bing,http://3.bp.blogspot.com/-xwCZTi9Kh3M/TZnbll8eXWI/AAAAAAAAB5c/OFePTGtKmD8/s1600/2011+04+04+032.JPG,Who designed this? | How long did it take to make this? | Whose is that? | Who made this piece of art? | Are those fishing lures on top?,original
8421f80b-28e6-47a6-a394-9ffbf9bced82,bing,http://2.bp.blogspot.com/-P7c7AcljZW8/UcQy_H3YMcI/AAAAAAAAI_o/38oYgpX6C5I/s1600/Rainfall+Wallpaper+17.jpg,Was it raining when this picture was taken? | Do you have any idea where this scenery is located? | Does this area get a lot of rain? | Where is this field located? | Is a tornado about to form?,original
0317bd21-d993-4fed-95ee-7045e1df2f39,bing,http://blogs.denverpost.com/library/files/2012/10/Russell-means-book-photo.jpg,Who was he? | What ethnic group does he belong to? | What nation does he belong to? | Does he belong to an ethnic group? | What is the man in deep thought about?,original
73072205-540a-409e-9820-72beee0e1f9d,bing,http://www.cs.columbia.edu/%7Esedwards/photos/kyle20050515/20050515-8942%20Kyle%20looking%20up.jpg,What is the girl looking at? | How would you describe her expression? | How old is the little girl? | What do you suppose she is looking at? | How old is the kid?,original
2cabd9c5-034a-43a1-a6ff-b0fe5e99cec0,bing,http://lifehopeandtruth.com/uploads/images/Laying-on-of-hands.jpg,Why is someone's hands on his head? | What is happening to the man in this picture? | Why are they placing their hands on his head? | Who is baptizing this man? | Why is he all wet?,original
869fe76a-104e-4f4d-8549-2ef815ada03d,bing,http://images.fineartamerica.com/images-medium-large/rushing-river-jack-gantzel.jpg,Is it safe to drink the water at this river? | Is it running higher than normal? | Is there a campsite near by? | Is the river overflowing its' banks? | What state is this river located in?,original
d3983abd-a831-4236-b95e-032794fa31f7,bing,http://nation.com.pk/print_images/large/2012-12-05/israel-must-answer-for-its-war-crimes-1354729123-4870.jpg,Is this a post apocalyptic picture? | Was this destruction the result of a natural disaster? | Where was this taken? | What do you think caused the building damage here? | What there an earthquake or an explosion?,original
0824e8d4-f09e-4271-b817-7c504db2371b,bing,http://i.huffpost.com/gen/1148950/thumbs/o-WOMAN-FINDS-DOG-CBS-facebook.jpg,Where did this disaster take place? | Was her house lost in a tornado? | Why is there so much damage? | What is the woman trying to find in the rubble? | What type of disaster occurred here?,original
7e875b74-9751-443a-9ca3-25424ef2ba4e,bing,http://images2.fanpop.com/images/photos/3200000/james-spike-3273656-1978-2000.jpg,"Why does this man look so serious? | Who is sexier, Spike or Eric Northman? | How successful is this man? | Who is this man? | Have you ever seen this man before?",original
091428f9-d1a5-4ad1-8ca5-447162bd40e8,bing,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2011/1/10/1294659369920/A-flash-flood-in-Toowoomb-003.jpg,What city is this in? | How high are the flood waters? | Is this floodwater? | Where did this flooding take place? | What town is this?,original
33878be2-bc9e-47f9-a6a1-0579ac4ea1f2,bing,http://4.bp.blogspot.com/-hifuEWSntQY/Tq1F5CO_i5I/AAAAAAAAAjE/fHm2H2049Co/s1600/market_garden_day_8_2.jpg,Who are these men shooting at? | Is this photograph from an actual war scene? | Are those American soldiers? | What war was this taken in? | What battle was this?,original
4a13332f-569a-4142-bea1-e1d093b1155a,bing,http://static2.businessinsider.com/image/520d027f6bb3f7475f00000f/a-world-series-of-poker-champ-sold-his-tournament-bracelet-for-65000-in-an-online-auction.jpg,Did he really win all of that? | How much did he win? | Is that real money? | Did he just win this money? | How much money is that?,original
36f53cbd-4366-4847-97f0-26646efe56e9,bing,http://a.scpr.org/i/fb578705bfd0e42ff0d49352debed914/73793-full.jpg,What is he speaking about? | Do you happen to know what he might be talking about? | Is he a motivational speaker? | Is this man the CEO of Cover California? | What is he talking about?,original
ed8d403a-531a-4ac1-b25c-222d4b552911,bing,http://fc09.deviantart.net/fs70/f/2012/295/8/e/leaving_summer_behind_by_chris_lamprianidis-d5ilaq7.jpg,Where is this garden? | What park is this? | Are those woods safe? | Does she feel safe? | Why is this woman walking?,original
23a7bd24-4397-47d7-ab82-8d66474bb82b,bing,http://olympicphotocircuit.com/images/results/2013/gallery/acceptances/part03/Li%20Peng%20-%20Holy%20Worship%209.jpg,Do they live in that cart? | Why are these people stopped on the side of a road? | Where are they traveling to that they have to take a nap on the way? | How hot is it where these people are? | Are those people homeless?,original
0c6730a3-ce9e-4fdc-8f61-888a610c4603,bing,http://3.bp.blogspot.com/-zcmZzrLVsfY/U8bVnnivZtI/AAAAAAAAFD4/HZuOb-QNZXU/s1600/DSCN0788.JPG,What is behind that wire mesh? | Is this a section of the screen door? | What is the function of this object? | Is that door safe or is it easy to brake in? | What is the purpose of the metal grate?,original
69311e91-5891-481b-bacc-401a7c69d48a,bing,http://eleganthomes.files.wordpress.com/2013/01/reclining-chair.jpg,Is this recliner comfortable? | what kind of fabric is the recliner made of? | Is this chair the favorite of the man in the house? | How expensive is this reclining chair? | Do you have one of those?,original
05859329-67ec-46cc-b7e8-f7b55e22c73d,bing,https://teachbaseball.files.wordpress.com/2011/05/matsui_catching_fly_ball.jpg,Do you think he's going to catch it? | What stadium is the baseball player competing in? | How many outs are there? | Who won the game? | Who won this game?,original
abb9e18d-e547-407c-b7c3-5a1ae2f17f19,bing,http://a.abcnews.com/images/Politics/ap_marco_rubio_mt_141219_16x9_992.jpg,What office dose he hold? | Is this man a politician? | Who is this politician? | Who is the person speaking? | What is he talking about?,original
95554e9e-f1ae-4145-91c8-a8bc4edc3e89,bing,http://image.made-in-china.com/2f0j00QBUtLlaJHZby/Paint-Brush-Economic-PAB2075-.jpg,What brand of paint brush is that? | Are you starting a painting project? | Is the paint brush used? | What are those bristles made of? | How wide is the brush?,original
092e7975-7ce1-4922-af55-513d9842a983,bing,http://www.intelligentvending.co.uk/image/1/360/g-drink-dr-9-drinks-vending-machine.jpg,Who installed that vending machine? | Which of these drinks do you like the best? | Why aren't there any Pepsi products in that machine? | How much did the drinks cost? | How much is a coke?,original
692af707-d376-485b-9d16-79b05e7e6ed1,bing,http://st.depositphotos.com/1000260/1279/i/950/depositphotos_12799812-Surgeon-at-work-in-operating-room..jpg,What type of surgery are they performing? | What type of operation is being performed on the patient? | What kind of operation are the surgeons performing? | What kind of surgery are they going to do? | What type of operation are they doing?,original
7f863ce7-9edc-4d82-9901-6ec6ce6c79bf,bing,http://www.theracingbiz.com/wp-content/uploads/2014/05/vagoldcup2014hotrizescaled.jpg,Who won this game of polo | What kind of horse race is this? | Who wins the race? | Are they playing polo or just racing? | How many competitors raced in this event?,original
0ae2f145-de60-4d65-aa20-cd5ef4caf439,bing,http://2.bp.blogspot.com/-FYhLb5d87x0/T303JNDursI/AAAAAAAAOwA/zrbw-jPR_Rw/s1600/courtney-love-16.jpg,Is she a celebrity? | Is her face photoshopped? | Why does she only have eye shadow on one eye? | Is that someone who is famous? | Do you recognize this woman?,original
9a04cdff-f870-4acf-993c-dfaeea10f6d7,bing,http://4.bp.blogspot.com/-tt50AiBOj0A/T5VoxPvpppI/AAAAAAAAEzo/Q6vAWFZusn4/s1600/angry%2Bface%2Bgirl%2B%284%29.jpg,Why is this little girl so angry? | How old is this young girl? | Why is this girl angry? | Why is she making a face? | Why is she so mad?,original
d0de1c65-0083-476e-914d-3f9884241ce1,bing,http://images2.fanpop.com/image/photos/8700000/Bring-It-On-movies-8700291-1500-983.jpg,What movie is that from? | Is that Kirstin Dunst? | How did the cheerleaders do in the Regionals? | Do these cheerleaders go to a camp in the summer? | Are these people participating in a cheerleading competition?,original
5222d0a4-6236-49ad-947f-ab4dfa0d81d7,bing,http://media-cache-ak0.pinimg.com/736x/36/e9/60/36e9608b8b54de90abf59d4ac223b79c.jpg,How did her box break? | What year do you think this IRA image is from? | Is the girl homeless? | Where was this taken? | Was she begging?,original
bfe51ff5-b43a-460e-bd94-8f20f243b6f4,bing,http://4.bp.blogspot.com/-WpnEXWRyxf4/UUmHYlnkC2I/AAAAAAAAGQs/S3uDdoBKanE/s1600/Fell+Pony+Stallion.jpg,Is that a toy horse? | How large is the figure? | Who made this little horse? | Is that a collectors item? | Is this a play toy for an animal?,original
53f9d51a-5d84-4efd-a838-78dc4b9624d9,bing,http://2.bp.blogspot.com/-RWYOMikhZOI/UTwTK06bP3I/AAAAAAAAPS0/Il6RDuGHGU4/s1600/Hiroshima.jpg,What kind of bomb caused that? | Where was this photo taken? | What year did this explosion occur? | What explosion is this? | What country did that eruption take place in?,original
8ec61564-2835-43af-b7cf-cdf7d74ee5a9,bing,http://www.gannett-cdn.com/-mm-/cc1f958f92e8154db0ed804251fad3593e745eae/c=0-230-4284-2640&r=x1683&c=3200x1680/local/-/media/2015/07/28/JacksonMS/B9318234118Z.1_20150728085511_000_GSQBFDNCH.1-0.jpg,What topic is the man talking about? | What was he speaking about? | What is that man speaking to the crowd about? | What is he lecturing about? | Is he really quoting from a magazine?,original
60354da2-9c28-4d30-a408-cb8f4d2632ad,bing,http://www.johnharveyphoto.com/Japan/Toyohashi/TendingGardenLg.jpg,What are those white flowers in front of the roses? | What kind of flower is in this photo? | Can you pick those flowers? | What kind of flowers are those? | What is he doing exactly?,original
055a1d14-21e5-478d-9a07-399671855065,bing,http://4.bp.blogspot.com/-ECdDDi3kO50/TaHu-p5cQcI/AAAAAAAAAAM/np6_jKgDQ0U/s1600/Farmers-Market-foods.jpg,Where is this vegetable and fruit stand located? | How much are the yellow bell peppers in the photo? | Are all of these for sale? | Where are these vegetables harvested from? | Is this produce organic?,original
ba1daf87-2faa-4388-bde3-414500e15f68,bing,http://www.cs.columbia.edu/%7Esedwards/photos/kyle20050515/20050515-8942%20Kyle%20looking%20up.jpg,What is the girl looking at? | How old is this little girld? | What do you think has her attention? | What is this kid looking at?,original
039aa48f-0747-4af5-8855-065d1f36ef8a,bing,http://www.tropicalisland.de/REP_Siem_Reap_Angkor_Wat_with_monks.jpg,What country is this building in? | What temple is that? | What is the name of the temple? | Are tourists permitted to enter this temple? | What kind of palace is that?,original
404d41b2-3a4b-4a79-b7de-7ffbe68ef9e6,bing,http://media3.onsugar.com/files/2014/03/25/182/n/1922398/da57170aadd1319f_71333PCN_Bacon15VeEBzw.191ratio/i/Kevin-showed-off-his-shoulder-tattoo.jpg,How old is Kevin bacon in this photo? | How old is Kevin Bacon? | What actor is this? | What kind of tattoo is on his shoulder? | Did most of his sunscreen wash off?,original
d24a007d-ac5d-4752-baba-a0533235b019,bing,http://static4.businessinsider.com/image/4df74798ccd1d59110020000/the-german-economy-is-falling-off-the-cliff.jpg,How far was the dive? | How high is he diving from? | What body of water is he diving into? | What body of water is this man diving into? | Isn't this dangerous?,original
8cfc399b-52ad-4781-b3f9-fe9e6b9c7818,bing,http://i2.cdn.turner.com/cnnnext/dam/assets/150514144625-defining-moments----bavarian-ascension-super-169.jpg,What are they dressed as? | What are the ladies talking about? | Are those two having a staring contest? | What are these women talking about?,original
1f3cd272-38d0-45f1-8ac3-3ef41cea83b4,bing,http://3.bp.blogspot.com/_4b7mjGwCmrk/TGKzXIF2aXI/AAAAAAAAAQ0/x_Z0qqnFOw8/s1600/Entire+Bridal+Party.jpg,Did everyone enjoy the wedding? | Which bridesmaid is your sister? | What city's skyline did this wedding party take a picture in front of? | Is the married couple still together? | Is this their first marriage?,original
21cd0957-cc2f-47c0-a22a-734c38c3deb1,bing,http://4.bp.blogspot.com/_t6rV3U9ZEHM/TLsGtGSuuYI/AAAAAAAA7yM/CiDZhvuvbq8/s1600/eric-holder1.jpg,What is he speaking about? | Did you get to meet him? | Is this man in politics? | Does this person work for President Obama? | Who is this guy?,original
7b1e2498-dec6-4741-82e7-10cfa741cad3,bing,http://4.bp.blogspot.com/-m48_Omntres/TzwKtKJ93mI/AAAAAAAAIpM/qAQ07zt31gM/s1600/snow305.jpg,How many inches of snow were on the ground? | How much snow is on the ground? | How deep is the snow in this picture? | How deep is the snow? | Exactly how deep was the snow?,original
3fdbce76-5573-4220-bff2-810363d2c5ed,bing,https://lwplibrary.files.wordpress.com/2015/01/jam-session-jan27-12.jpg,What song are they playing? | What kind of music do you think they're playing? | What is the name of their band? | Are they rehearsing for a performance? | What event was this?,original
9d601cd9-0925-4127-a2b2-e18d4c6aba09,bing,http://thingselemental.com/wp-content/uploads/2013/02/mis-barricade_2426810k.jpg,What historical event is being depicted? | What city is that in? | What building is that supposed to be in the background? | Why was this barrier built? | Are those the French national flags?,original
00472679-97c5-449a-9ece-4d55370344f4,bing,http://static.sportskeeda.com/wp-content/uploads/2014/10/table-tennis-paddles-1920x1080-1412834960.jpg,Are those new paddles? | Are those ping pong paddles expensive? | Whose pingpong paddles are those? | Is that your ping pong table? | Where can I get a bright red ping pong paddle like that one?,original
9bd0b1c4-1d25-4240-bc39-0719120b7522,bing,http://ebmato.files.wordpress.com/2008/11/ej-programs134.jpg,Why do people have programs at weddings? | How big of an event is that for? | Will the wedding be beautiful? | What event is that a program for? | Who's wedding is this for?,original
2e4651b9-d6d8-4f93-b0f7-bba5772ad1fd,bing,http://www.spanishpropertyinsight.com/wp-content/uploads/2015/03/barcelona-diagona-mar.jpg,What city is this street located in? | What is the name of the street? | What is inside of Diagonal Mart? | Do you have any idea what city this is? | What city is this?,original
0ce3feff-12ba-4cc5-9fb7-890402761d0b,bing,http://cdn04.cdn.justjared.com/wp-content/uploads/2012/07/game-comic/game-of-thrones-takes-over-comic-con-2012-04.jpg,What type of event was this taken at? | Who are these people? | What movie or TV show are these people in? | Are those the actors from Game of Thrones? | How much money do they make each season?,original
9c4d5e1a-6e14-460e-a558-8c52805ca8d0,bing,http://simplysophisticatedcooking.files.wordpress.com/2013/08/blackened-chicken.jpg,Is that a grilled hushpuppie? | Is this a piece of grilled meat? | What type of scone is this? | How long should this be grilled?,original
